,revid_A,revid_B,distCol
180,676930901,964741318,0.0
181,676931171,1026123293,0.0
182,947941918,1015815891,0.0
183,947941918,988638385,0.0
184,951353093,1028003996,0.5
185,1017053352,1021188497,0.0
186,1015619258,1019581536,0.0
187,1015815891,1031211876,0.5
188,1018870665,1030210317,0.5
189,1021732883,1030210119,0.5
190,1021732883,1031559617,0.5
191,1021754882,1026066166,0.0
192,933659723,960206221,0.0
193,934729034,1030949136,0.5
194,960206221,1031203902,0.5
195,986349135,1021731652,0.0
196,986349135,1013336910,0.5
197,1024350367,1026120318,0.0
198,1026116621,1027834092,0.5
199,1026211301,1030841680,0.5
200,1026470342,1030228934,0.5
201,1026472216,1028311199,0.5
202,1028004221,1030259444,0.6666666666666667
203,1028004221,1031490826,0.6666666666666667
204,415260959,428224858,0.0
205,676930901,1021727734,0.0
206,676930901,932493922,0.0
207,676930901,1017053352,0.0
208,676930972,990711368,0.0
209,676931058,1031490826,0.5
210,676931171,1021731680,0.0
211,676931171,1030841680,0.5
212,1028003996,1028311199,0.0
213,1030228934,1030948996,0.0
214,1031176840,1031204106,0.0
215,1015289346,1025280293,0.0
216,1021653584,1031203902,0.5
217,1021727076,1021731680,0.0
218,1021734055,1030210119,0.5
219,1021734055,1030948996,0.5
220,926152545,1017053352,0.0
221,930572575,1015815891,0.0
222,932493922,1019581536,0.5
223,960206221,1027834092,0.5
224,961538323,1026120318,0.0
225,961543112,1030196265,0.5
226,961543112,1031313155,0.5
227,986349135,1014614356,0.5
228,988638385,1028004221,0.5
229,1026210303,1030210317,0.5
230,1012808131,1030210317,0.6666666666666667
231,1013336910,1030950024,0.6666666666666667
232,1014999752,1031211876,0.6666666666666667
233,1015619258,1017053352,0.5
234,414518744,676931257,0.0
235,415260959,1026119464,0.0
236,428224858,1021188497,0.0
237,428224858,1030949136,0.5
238,519825986,1027266569,0.0
239,676930972,1028311199,0.5
240,676931058,1030196265,0.5
241,920700118,1027266569,0.0
242,1020704764,1030841680,0.5
243,1021188497,1030950024,0.5
244,1021727734,1021734055,0.0
245,1021734055,1026210303,0.0
246,1021754882,1030196265,0.5
247,926152545,1026120318,0.0
248,932493922,1026204454,0.0
249,933659723,1001971697,0.0
250,934729034,1021732883,0.0
251,960206221,1024350367,0.0
252,988509148,1015289679,0.0
253,988638385,1026123293,0.0
254,1026116621,1030210317,0.5
255,1026116621,1026208660,0.0
256,1026120318,1031211876,0.5
257,1026204454,1031490826,0.5
258,1014999752,1030949136,0.6666666666666667
259,1028003975,1030949136,0.6666666666666667
260,1028003975,1031559165,0.6666666666666667
261,1028006997,1031211876,0.6666666666666667
262,519825986,951353093,0.0
263,676931171,1030210317,0.5
264,951353093,986349135,0.0
265,951353093,1031490826,0.5
266,1015815891,1031176840,0.5
267,1015815891,1026116621,0.0
268,925217532,1021734055,0.0
269,961538323,969358269,0.0
270,986349135,1021727076,0.0
271,988509148,1012808131,0.5
272,1001971697,1025280293,0.0
273,1001971697,1031176840,0.5
274,1026068418,1030228934,0.5
275,1026211301,1028311245,0.5
276,1015608105,1031490826,0.6666666666666667
277,1015619258,1030210317,0.6666666666666667
278,414518744,1030948996,0.5
279,415260959,1012808131,0.5
280,519825986,986349135,0.0
281,676931257,944256723,0.0
282,920700118,1026068418,0.0
283,920701603,1031211876,0.5
284,920701603,1026116621,0.0
285,964741318,1027266569,0.0
286,1014999752,1030841680,0.0
287,1031176840,1031203902,0.0
288,1031203902,1031204106,0.0
289,1031211876,1031490826,0.0
290,1020704764,1026116621,0.0
291,1021727076,1026124433,0.0
292,1021731652,1024202345,0.5
293,1021731680,1030210317,0.5
294,1021732883,1021733731,0.0
295,1021733731,1026472216,0.0
296,1021734055,1026068418,0.0
297,925217532,1018870665,0.0
298,926152545,1020704764,0.0
299,960206221,1031313155,0.5
300,961538323,1018870665,0.0
301,961538323,1031559165,0.5
302,961538323,1031313155,0.5
303,961543112,1020704764,0.0
304,986349135,1020704764,0.0
305,988638385,1015608105,0.5
306,1026066166,1026210303,0.0
307,1026204454,1027834092,0.5
308,1026204454,1031313151,0.5
309,1015619258,1020704764,0.5
310,1015619258,1031203808,0.6666666666666667
311,414518744,1025280293,0.0
312,414518744,930572575,0.0
313,414518744,986349135,0.0
314,676930972,1030949136,0.5
315,676931058,925217532,0.0
316,676931058,1030948996,0.5
317,1015608105,1031313151,0.0
318,1015289679,1026211301,0.0
319,1021188497,1026120318,0.0
320,1021727076,1021731652,0.0
321,1021733731,1026068418,0.0
322,960206221,969358269,0.0
323,961543112,1031203969,0.5
324,1026116621,1028004109,0.5
325,1026118966,1031203808,0.5
326,1026118966,1026211301,0.0
327,1026124433,1030841680,0.5
328,1026210303,1026472216,0.0
329,414518744,1026123293,0.0
330,676931257,1021734055,0.0
331,676931257,1030196265,0.5
332,951353093,1021188377,0.0
333,1015815891,1026119464,0.0
334,1021727076,1026470342,0.0
335,1021731680,1024350367,0.0
336,1021731680,1028006997,0.5
337,1021733731,1028311245,0.5
338,1021754882,1028004109,0.5
339,925217532,1026229786,0.0
340,926152545,988509148,0.0
341,930572575,1021734055,0.0
342,933697724,964741318,0.0
343,960206221,1015608105,0.5
344,988638385,1021731652,0.0
345,1026116621,1031559165,0.5
346,1026208660,1028003975,0.5
347,1024202345,1030948996,0.6666666666666667
348,1027834092,1031204106,0.6666666666666667
349,1027834092,1031490826,0.6666666666666667
350,414518744,1026124433,0.0
351,415260959,961543112,0.0
352,676930901,988638385,0.0
353,676931257,947941918,0.0
354,944256723,1021733731,0.0
355,944256723,1030210317,0.5
356,944256723,1026068418,0.0
357,944256723,951353093,0.0
358,964741318,1021754882,0.0
359,1030210119,1031203808,0.0
360,1030228934,1030259444,0.0
361,1015289679,1031211876,0.5
362,1020704764,1021188497,0.0
363,1021727734,1026210303,0.0
364,1021754882,1030949136,0.5
365,926152545,1026210303,0.0
366,930572575,1030228934,0.5
367,933659723,1017053352,0.0
368,988509148,1030841680,0.5
369,1026210303,1028006997,0.5
370,1013336910,1018870665,0.5
371,1013336910,1026210303,0.5
372,1014999752,1021731652,0.5
373,1019581536,1026120318,0.5
374,1024202345,1031203969,0.6666666666666667
375,1027834092,1030210119,0.6666666666666667
376,1028311199,1031203808,0.6666666666666667
377,428224858,1028006997,0.5
378,676930901,1028004221,0.5
379,676931171,1031203969,0.5
380,920700118,1021731652,0.0
381,920700118,1021754882,0.0
382,1017053352,1031176840,0.5
383,1012808131,1028006997,0.0
384,1027834092,1028003975,0.0
385,1028003975,1031313151,0.0
386,1031176840,1031490826,0.0
387,1015289679,1026124433,0.0
388,1021727734,1031559165,0.5
389,1021732883,1030841680,0.5
390,925217532,1015289346,0.0
391,925217532,1015815891,0.0
392,925217532,1021727076,0.0
393,926152545,1031559617,0.5
394,932493922,1021188377,0.0
395,961538323,1030228934,0.5
396,961538323,1031203902,0.5
397,961543112,1028004221,0.5
398,986349135,1026211301,0.0
399,988509148,1020704764,0.0
400,1026210303,1026229786,0.0
401,1026211301,1030259444,0.5
402,1026229786,1031176840,0.5
403,1026472216,1031490826,0.5
404,1014614356,1026124433,0.5
405,1028311199,1030948996,0.6666666666666667
406,1028311245,1031204106,0.6666666666666667
407,1030841680,1030949136,0.6666666666666667
408,1031313155,1031559617,0.6666666666666667
409,414518744,1031559617,0.5
410,415260959,1026470342,0.0
411,676930972,1017053352,0.0
412,676931171,1030948996,0.5
413,676931171,1015608105,0.5
414,920700118,1028004221,0.5
415,920701603,988638385,0.0
416,920701603,1024202345,0.5
417,964741318,1031211876,0.5
418,964741318,1031313151,0.5
419,1014999752,1031313155,0.0
420,1015619258,1031313155,0.0
421,1031204106,1031559617,0.0
422,1015289679,1015608105,0.5
423,1015815891,1028311199,0.5
424,1020704764,1031313151,0.5
425,1021188377,1026123293,0.0
426,1021188497,1030228934,0.5
427,1021188497,1026211301,0.0
428,1021731652,1028311199,0.5
429,1021754882,1026211301,0.0
430,930572575,1024202345,0.5
431,932493922,1030841680,0.5
432,933697724,1026210303,0.0
433,933697724,1031313151,0.5
434,934729034,988638385,0.0
435,961543112,1021734055,0.0
436,988509148,1028311245,0.5
437,990711368,1031203969,0.5
438,1026068418,1031203808,0.5
439,1026210303,1031313155,0.5
440,1026566001,1031203902,0.5
441,1012808131,1015289679,0.5
442,1015608105,1026470342,0.5
443,1015619258,1021653584,0.5
444,414518744,1031203808,0.5
445,414518744,676930972,0.0
446,415260959,1027266569,0.0
447,676930901,1026470342,0.0
448,676931058,1031211876,0.5
449,951353093,1012808131,0.5
450,1013336910,1027834092,0.0
451,1030948996,1031559617,0.0
452,1021727734,1026229786,0.0
453,1021733731,1026566001,0.0
454,1025280293,1031203808,0.5
455,1025280293,1026208660,0.0
456,933697724,1021732883,0.0
457,934729034,1021733731,0.0
458,961538323,1012808131,0.5
459,969358269,1026229786,0.0
460,988509148,1013336910,0.5
461,990711368,1028004109,0.5
462,1031204106,1031313151,0.6666666666666667
463,1026068418,1028003996,0.5
464,1026204454,1030210317,0.5
465,1026210303,1030196265,0.5
466,1015608105,1024350367,0.5
467,1015608105,1026229786,0.5
468,415260959,1031559617,0.5
469,415260959,1024202345,0.5
470,676931058,1020704764,0.0
471,676931058,676931257,0.0
472,951441234,1030210317,0.5
473,951441234,1031313155,0.5
474,964741318,1015619258,0.5
475,1015289346,1031313151,0.5
476,1018870665,1030948996,0.5
477,1021653584,1030196265,0.5
478,1021732883,1031211876,0.5
479,933659723,1026066166,0.0
480,933697724,1031559165,0.5
481,933697724,1028006997,0.5
482,960206221,1021734055,0.0
483,960206221,1028006997,0.5
484,969358269,1012808131,0.5
485,986349135,1015815891,0.0
486,986349135,990711368,0.0
487,988638385,1001971697,0.0
488,1026116621,1028311199,0.5
489,1026118966,1031313155,0.5
490,1026120318,1031313151,0.5
491,1026211301,1030948996,0.5
492,1026229786,1028004109,0.5
493,1014614356,1015289679,0.5
494,1014999752,1021734055,0.5
495,1015608105,1031203969,0.6666666666666667
496,414518744,1031211876,0.5
497,414518744,1027834092,0.5
498,414518744,1017053352,0.0
499,415260959,519825986,0.0
500,415260959,944256723,0.0
501,676931058,1021188497,0.0
502,676931058,1030210119,0.5
503,676931171,1021754882,0.0
504,920700118,932493922,0.0
505,944256723,1021732883,0.0
506,947941918,1021188377,0.0
507,947941918,1026472216,0.0
508,947941918,1028003975,0.5
509,951353093,1031204106,0.5
510,964741318,1021732883,0.0
511,1017053352,1030949136,0.5
512,1028311245,1031313155,0.0
513,1015289346,1026208660,0.0
514,1015289679,1026204454,0.0
515,1015289679,1027834092,0.5
516,1021188497,1028311199,0.5
517,1021727076,1021732883,0.0
518,933697724,961543112,0.0
519,961543112,1028311245,0.5
520,1001971697,1030841680,0.5
521,1026066166,1028311245,0.5
522,1026210303,1027266569,0.0
523,1012808131,1031203969,0.6666666666666667
524,1028006997,1030196265,0.6666666666666667
525,519825986,1030210119,0.5
526,519825986,1030841680,0.5
527,676930972,1028004109,0.5
528,676931171,990711368,0.0
529,676931171,1026472216,0.0
530,676931257,1031204106,0.5
531,1017053352,1019581536,0.5
532,1015619258,1031313151,0.0
533,1030228934,1031203969,0.0
534,1015289346,1030228934,0.5
535,1015289679,1025280293,0.0
536,1020704764,1026566001,0.0
537,1021188377,1026204454,0.0
538,1021733731,1026208660,0.0
539,1025280293,1028311245,0.5
540,926152545,1021734055,0.0
541,930572575,1026566001,0.0
542,934729034,1015289679,0.0
543,934729034,1028004221,0.5
544,961538323,1015815891,0.0
545,990711368,1026210303,0.0
546,1026066166,1030228934,0.5
547,1026116621,1030948996,0.5
548,1026116621,1026470342,0.0
549,1026118966,1026229786,0.0
550,1026119464,1028004109,0.5
551,1026123293,1031559617,0.5
552,1026470342,1028006997,0.5
553,1014614356,1026566001,0.5
554,1028311245,1031559165,0.6666666666666667
555,415260959,1028003996,0.5
556,428224858,1030950024,0.5
557,676930972,988638385,0.0
558,1024202345,1028003996,0.0
559,1028004109,1031313155,0.0
560,1030210317,1031204106,0.0
561,1030228934,1031203902,0.0
562,1030259444,1031203808,0.0
563,1031203969,1031211876,0.0
564,1015815891,1021731652,0.0
565,1015815891,1030948996,0.5
566,1021188377,1030228934,0.5
567,925217532,933697724,0.0
568,988638385,1021733731,0.0
569,1026066166,1026068418,0.0
570,1026123293,1031204106,0.5
571,1026204454,1031203969,0.5
572,1013336910,1024350367,0.5
573,1019581536,1021754882,0.5
574,1028006997,1030259444,0.6666666666666667
575,519825986,1021727076,0.0
576,676930901,1012808131,0.5
577,676930972,1021727076,0.0
578,920700118,951353093,0.0
579,1015289346,1031203902,0.5
580,1015289346,1026066166,0.0
581,1015815891,1030228934,0.5
582,1015815891,1031559165,0.5
583,1018870665,1026210303,0.0
584,1020704764,1031559617,0.5
585,1020704764,1026124433,0.0
586,1021188497,1026470342,0.0
587,1021731652,1026124433,0.0
588,933659723,1026123293,0.0
589,934729034,1012808131,0.5
590,961538323,1031176840,0.5
591,961543112,986349135,0.0
592,986349135,1021188377,0.0
593,986349135,1030210317,0.5
594,990711368,1014614356,0.5
595,1026068418,1031313151,0.5
596,1026120318,1031559165,0.5
597,1026472216,1030228934,0.5
598,1026566001,1031203969,0.5
599,1013336910,1030210119,0.6666666666666667
600,1014999752,1017053352,0.5
601,1015608105,1020704764,0.5
602,414518744,1026204454,0.0
603,415260959,1015619258,0.5
604,428224858,1031204106,0.5
605,676930972,1031559165,0.5
606,676930972,1031559617,0.5
607,676931058,1017053352,0.0
608,676931257,920700118,0.0
609,920700118,1031203808,0.5
610,920701603,1001971697,0.0
611,920701603,1031559165,0.5
612,944256723,1026116621,0.0
613,947941918,1021727734,0.0
614,951353093,1015289679,0.0
615,951441234,1031559617,0.5
616,1017053352,1030950024,0.5
617,1017053352,1031203808,0.5
618,1015608105,1028004221,0.0
619,1030228934,1031204106,0.0
620,1030949136,1031176840,0.0
621,1030950024,1031559165,0.0
622,1015815891,1025280293,0.0
623,1021188497,1026119464,0.0
624,1021727076,1025280293,0.0
625,1021727076,1026229786,0.0
626,1021754882,1031176840,0.5
627,1025280293,1030259444,0.5
628,925217532,1021731652,0.0
629,925217532,1027266569,0.0
630,926152545,1027266569,0.0
631,960206221,1024202345,0.5
632,961538323,1013336910,0.5
633,986349135,1031176840,0.5
634,988509148,1030259444,0.5
635,988509148,1030950024,0.5
636,988638385,1030228934,0.5
637,990711368,1015608105,0.5
638,1001971697,1026210303,0.0
639,1026116621,1031211876,0.5
640,1026118966,1030950024,0.5
641,1026119464,1031204106,0.5
642,1026119464,1031490826,0.5
643,1026210303,1028003975,0.5
644,1024202345,1026210303,0.5
645,414518744,960206221,0.0
646,428224858,519825986,0.0
647,676931058,961538323,0.0
648,676931257,961538323,0.0
649,920700118,1026211301,0.0
650,920701603,947941918,0.0
651,951353093,1031203808,0.5
652,951353093,1028004109,0.5
653,951441234,961543112,0.0
654,1030841680,1031313155,0.0
655,1021188377,1021734055,0.0
656,1021733731,1031559165,0.5
657,1021733731,1026123293,0.0
658,1021754882,1028311245,0.5
659,930572575,1026120318,0.0
660,930572575,1028003975,0.5
661,933659723,1026116621,0.0
662,933659723,1026124433,0.0
663,961538323,1015608105,0.5
664,961543112,1028311199,0.5
665,969358269,1015619258,0.5
666,986349135,1028004109,0.5
667,986349135,1031313151,0.5
668,988638385,1031490826,0.5
669,988638385,1028004109,0.5
670,990711368,1021733731,0.0
671,1024350367,1026470342,0.0
672,1026124433,1031203902,0.5
673,1026204454,1026472216,0.0
674,1026229786,1030949136,0.5
675,1015619258,1021727734,0.5
676,676930901,1021732883,0.0
677,676930972,926152545,0.0
678,676930972,1013336910,0.5
679,676931171,1021188497,0.0
680,920700118,1031490826,0.5
681,920701603,1026211301,0.0
682,964741318,1031559165,0.5
683,1014614356,1027834092,0.0
684,1018870665,1024202345,0.5
685,1021653584,1028311199,0.5
686,1021731652,1026566001,0.0
687,1021731680,1021733731,0.0
688,1021731680,1028003996,0.5
689,1025280293,1027834092,0.5
690,930572575,1026208660,0.0
691,934729034,990711368,0.0
692,960206221,1021754882,0.0
693,960206221,1030196265,0.5
694,969358269,1026116621,0.0
695,986349135,1026566001,0.0
696,990711368,1031203808,0.5
697,1001971697,1018870665,0.0
698,1026068418,1026119464,0.0
699,1026068418,1026208660,0.0
700,1026210303,1028004109,0.5
701,1026470342,1028003975,0.5
702,1012808131,1021754882,0.5
703,1014614356,1031203969,0.6666666666666667
704,1015619258,1031176840,0.6666666666666667
705,1024202345,1026123293,0.5
706,415260959,925217532,0.0
707,428224858,1030210119,0.5
708,428224858,1030948996,0.5
709,676930901,1024350367,0.0
710,676930972,1031313155,0.5
711,676931058,969358269,0.0
712,676931058,1026204454,0.0
713,920701603,1030950024,0.5
714,947941918,1021732883,0.0
715,947941918,1030228934,0.5
716,1030210119,1030948996,0.0
717,925217532,1031203902,0.5
718,926152545,1021727734,0.0
719,930572575,1031559617,0.5
720,930572575,1017053352,0.0
721,932493922,960206221,0.0
722,960206221,988509148,0.0
723,961543112,1026210303,0.0
724,986349135,1026124433,0.0
725,1026116621,1031203808,0.5
726,1026118966,1027834092,0.5
727,1026566001,1031211876,0.5
728,414518744,990711368,0.0
729,428224858,960206221,0.0
730,428224858,961538323,0.0
731,428224858,986349135,0.0
732,519825986,1021754882,0.0
733,519825986,1026470342,0.0
734,676930901,1031490826,0.5
735,676931058,1030210317,0.5
736,676931171,1031313155,0.5
737,944256723,1015619258,0.5
738,947941918,1027834092,0.5
739,951441234,1028311245,0.5
740,1013336910,1028311199,0.0
741,1015289679,1024350367,0.0
742,1015289679,1026472216,0.0
743,1015815891,1031490826,0.5
744,1020704764,1031203969,0.5
745,1021188377,1021731680,0.0
746,1021188377,1024350367,0.0
747,1021188497,1021731652,0.0
748,1021653584,1021731680,0.0
749,1021727076,1028004221,0.5
750,1021732883,1031203808,0.5
751,1025280293,1031211876,0.5
752,1025280293,1031490826,0.5
753,925217532,1026210303,0.0
754,930572575,947941918,0.0
755,932493922,1030949136,0.5
756,960206221,1021188497,0.0
757,990711368,1015619258,0.5
758,990711368,1028003975,0.5
759,1026066166,1026124433,0.0
760,1026119464,1028003996,0.5
761,1012808131,1030259444,0.6666666666666667
762,1014614356,1021732883,0.5
763,1014999752,1031490826,0.6666666666666667
764,1014999752,1026204454,0.5
765,1015608105,1030228934,0.6666666666666667
766,1028004221,1030949136,0.6666666666666667
767,1028006997,1030210119,0.6666666666666667
768,428224858,1028003975,0.5
769,519825986,1026120318,0.0
770,676930901,676931171,0.0
771,676930972,1026120318,0.0
772,676931171,1030196265,0.5
773,676931257,1015608105,0.5
774,944256723,1031203902,0.5
775,964741318,1031313155,0.5
776,1014999752,1031313151,0.0
777,1028311199,1031313151,0.0
778,1030949136,1031559617,0.0
779,1015289346,1015815891,0.0
780,1018870665,1019581536,0.5
781,1021732883,1030259444,0.5
782,1021754882,1026118966,0.0
783,960206221,990711368,0.0
784,961543112,1031490826,0.5
785,986349135,1030950024,0.5
786,986349135,1031203808,0.5
787,986349135,1031204106,0.5
788,1024350367,1026208660,0.0
789,1030950024,1031313155,0.6666666666666667
790,1015619258,1021732883,0.5
791,1019581536,1021731680,0.5
792,1028004109,1031203902,0.6666666666666667
793,676930901,1015608105,0.5
794,920700118,947941918,0.0
795,920701603,1021732883,0.0
796,1030210119,1031204106,0.0
797,1030210119,1031490826,0.0
798,1030949136,1031203902,0.0
799,1030950024,1031490826,0.0
800,1015289346,1019581536,0.5
801,1015289679,1018870665,0.0
802,1015815891,1028003975,0.5
803,1021732883,1024350367,0.0
804,925217532,1026204454,0.0
805,961538323,1030210119,0.5
806,961538323,1026208660,0.0
807,990711368,1031204106,0.5
808,1024350367,1028004221,0.5
809,1026208660,1030950024,0.5
810,1026210303,1028311199,0.5
811,1012808131,1021727734,0.5
812,1012808131,1021731652,0.5
813,1019581536,1026208660,0.5
814,1024202345,1030210317,0.6666666666666667
815,414518744,1021727076,0.0
816,414518744,1028311199,0.5
817,415260959,1028004221,0.5
818,428224858,1028004109,0.5
819,519825986,1030196265,0.5
820,676930972,932493922,0.0
821,676930972,1026116621,0.0
822,676931058,1012808131,0.5
823,676931058,1028004109,0.5
824,676931171,1028006997,0.5
825,676931257,1030841680,0.5
826,920700118,988638385,0.0
827,920701603,1021653584,0.0
828,920701603,1031490826,0.5
829,920701603,1015608105,0.5
830,964741318,1015289679,0.0
831,1017053352,1026211301,0.0
832,1019581536,1028311199,0.0
833,1021188497,1021732883,0.0
834,925217532,1021188497,0.0
835,934729034,1027834092,0.5
836,934729034,951353093,0.0
837,986349135,1015289679,0.0
838,986349135,1025280293,0.0
839,1031203808,1031313155,0.6666666666666667
840,1026120318,1028004109,0.5
841,1026210303,1031490826,0.5
842,1027266569,1028003996,0.5
843,1015619258,1024350367,0.5
844,1028311199,1031203902,0.6666666666666667
845,415260959,1030259444,0.5
846,428224858,988509148,0.0
847,428224858,1026118966,0.0
848,428224858,1031313151,0.5
849,676931058,1031203902,0.5
850,676931058,1028006997,0.5
851,676931257,1001971697,0.0
852,920701603,1031204106,0.5
853,951353093,1015815891,0.0
854,951441234,1026211301,0.0
855,1019581536,1027834092,0.0
856,1030948996,1031559165,0.0
857,1015289346,1015619258,0.5
858,1015815891,1026118966,0.0
859,1018870665,1026124433,0.0
860,1021727734,1021731652,0.0
861,1021731652,1026120318,0.0
862,1025280293,1026066166,0.0
863,925217532,988638385,0.0
864,926152545,1031559165,0.5
865,930572575,1030841680,0.5
866,932493922,1031490826,0.5
867,933659723,934729034,0.0
868,933659723,964741318,0.0
869,933697724,1017053352,0.0
870,960206221,1031490826,0.5
871,961543112,1031203902,0.5
872,986349135,1030210119,0.5
873,1026066166,1026116621,0.0
874,1026116621,1031204106,0.5
875,1026120318,1026211301,0.0
876,1026120318,1030841680,0.5
877,1026566001,1031313155,0.5
878,1015608105,1021731680,0.5
879,1015619258,1025280293,0.5
880,1028006997,1030950024,0.6666666666666667
881,676930972,1031203808,0.5
882,676931058,930572575,0.0
883,676931171,1030950024,0.5
884,920700118,934729034,0.0
885,964741318,1031203808,0.5
886,1018870665,1026123293,0.0
