,revid_A,revid_B,distCol
887,1021727734,1030196265,0.5
888,1021733731,1030228934,0.5
889,1025280293,1028003975,0.5
890,925217532,1026116621,0.0
891,932493922,1015289679,0.0
892,932493922,1031559165,0.5
893,933697724,1015289346,0.0
894,934729034,1026120318,0.0
895,960206221,1021188377,0.0
896,961538323,1028003975,0.5
897,988509148,1001971697,0.0
898,990711368,1030228934,0.5
899,1026116621,1028003975,0.5
900,1026118966,1026204454,0.0
901,1026124433,1031559165,0.5
902,1026204454,1031313155,0.5
903,1026472216,1030949136,0.5
904,1013336910,1026068418,0.5
905,1014614356,1030210317,0.6666666666666667
906,1015608105,1018870665,0.5
907,1015608105,1031203808,0.6666666666666667
908,676931257,1021731652,0.0
909,951353093,1031313155,0.5
910,951441234,1021727076,0.0
911,1015289346,1028311245,0.5
912,1015289679,1030950024,0.5
913,1020704764,1026118966,0.0
914,925217532,1019581536,0.5
915,926152545,1014614356,0.5
916,932493922,1015619258,0.5
917,933659723,1021733731,0.0
918,961543112,1014614356,0.5
919,1024350367,1030196265,0.5
920,1026124433,1028311245,0.5
921,1026208660,1027834092,0.5
922,1026229786,1030210317,0.5
923,1014614356,1031490826,0.6666666666666667
924,1014999752,1031559617,0.6666666666666667
925,1015619258,1026210303,0.5
926,1028004109,1031211876,0.6666666666666667
927,414518744,1018870665,0.0
928,414518744,1028003975,0.5
929,676930901,1028004109,0.5
930,676931171,1021727076,0.0
931,676931171,1031559617,0.5
932,676931171,1026470342,0.0
933,964741318,1026210303,0.0
934,964741318,1015608105,0.5
935,1013336910,1024202345,0.0
936,1015619258,1024202345,0.0
937,1028003975,1028004221,0.0
938,1030196265,1030948996,0.0
939,1015289346,1020704764,0.0
940,1021188497,1028311245,0.5
941,1021727076,1031559165,0.5
942,1021731680,1030228934,0.5
943,1021754882,1026229786,0.0
944,934729034,1021727076,0.0
945,960206221,1021731652,0.0
946,961538323,1026210303,0.0
947,969358269,1014614356,0.5
948,990711368,1031203902,0.5
949,1024350367,1026124433,0.0
950,1026210303,1030841680,0.5
951,1026472216,1026566001,0.0
952,1012808131,1021734055,0.5
953,1024202345,1026116621,0.5
954,1028003975,1030228934,0.6666666666666667
955,414518744,1020704764,0.0
956,428224858,1026124433,0.0
957,428224858,676931058,0.0
958,676931058,1026211301,0.0
959,920700118,1020704764,0.0
960,951353093,1028004221,0.5
961,1030210119,1030949136,0.0
962,1031203969,1031490826,0.0
963,1021188497,1021754882,0.0
964,1021732883,1030950024,0.5
965,1021734055,1026204454,0.0
966,926152545,1026566001,0.0
967,926152545,964741318,0.0
968,932493922,1021731652,0.0
969,933659723,1026566001,0.0
970,933659723,1024202345,0.5
971,960206221,1020704764,0.0
972,986349135,1015289346,0.0
973,986349135,1015608105,0.5
974,1026204454,1028004109,0.5
975,1012808131,1026566001,0.5
976,1014999752,1021188497,0.5
977,1024202345,1026229786,0.5
978,414518744,1026472216,0.0
979,415260959,1031313151,0.5
980,428224858,1026566001,0.0
981,676930972,1031313151,0.5
982,676931171,1031211876,0.5
983,676931257,1031313151,0.5
984,920700118,990711368,0.0
985,920700118,1026472216,0.0
986,920701603,1031313155,0.5
987,1014999752,1028004109,0.0
988,1021188497,1026229786,0.0
989,930572575,1030196265,0.5
990,961543112,1025280293,0.0
991,1001971697,1028003975,0.5
992,1030196265,1030841680,0.6666666666666667
993,1026118966,1026123293,0.0
994,1026119464,1028311245,0.5
995,1026120318,1031176840,0.5
996,1026124433,1026211301,0.0
997,1012808131,1031559617,0.6666666666666667
998,414518744,1012808131,0.5
999,415260959,1024350367,0.0
1000,519825986,926152545,0.0
1001,676931058,1015619258,0.5
1002,676931171,926152545,0.0
1003,944256723,1031203969,0.5
1004,1013336910,1028003996,0.0
1005,1021731680,1026204454,0.0
1006,1021732883,1026119464,0.0
1007,1021732883,1026120318,0.0
1008,1021734055,1028311199,0.5
1009,988638385,1015619258,0.5
1010,1001971697,1026124433,0.0
1011,1026124433,1028004109,0.5
1012,1013336910,1026066166,0.5
1013,1014999752,1026472216,0.5
1014,415260959,988638385,0.0
1015,415260959,1026472216,0.0
1016,676930972,1031203969,0.5
1017,676930972,1024202345,0.5
1018,947941918,1031176840,0.5
1019,951353093,961543112,0.0
1020,1030196265,1030950024,0.0
1021,1021188377,1030949136,0.5
1022,1021727076,1031313155,0.5
1023,1021727734,1025280293,0.0
1024,1021731652,1021732883,0.0
1025,930572575,990711368,0.0
1026,933697724,1026472216,0.0
1027,934729034,1026123293,0.0
1028,961538323,961543112,0.0
1029,988509148,1026119464,0.0
1030,1026066166,1030948996,0.5
1031,1026120318,1031204106,0.5
1032,1026211301,1030196265,0.5
1033,1026229786,1028003996,0.5
1034,1026472216,1031203969,0.5
1035,1027266569,1031203808,0.5
1036,1014614356,1026470342,0.5
1037,1015608105,1030949136,0.6666666666666667
1038,414518744,519825986,0.0
1039,428224858,1021733731,0.0
1040,519825986,990711368,0.0
1041,676931058,1021734055,0.0
1042,676931058,933659723,0.0
1043,964741318,1019581536,0.5
1044,964741318,1028004221,0.5
1045,1015608105,1030841680,0.0
1046,1027834092,1028004221,0.0
1047,1015289346,1026123293,0.0
1048,1021188377,1031203902,0.5
1049,1021731652,1021754882,0.0
1050,1021734055,1031490826,0.5
1051,1021754882,1031203902,0.5
1052,925217532,1031211876,0.5
1053,926152545,1031313151,0.5
1054,932493922,1024350367,0.0
1055,990711368,1031176840,0.5
1056,1024350367,1031313151,0.5
1057,1026068418,1026470342,0.0
1058,1026116621,1026204454,0.0
1059,1026119464,1031203969,0.5
1060,1026124433,1027266569,0.0
1061,1026124433,1031313155,0.5
1062,1015619258,1021731652,0.5
1063,1019581536,1030228934,0.6666666666666667
1064,1019581536,1030948996,0.6666666666666667
1065,1024202345,1024350367,0.5
1066,415260959,676931058,0.0
1067,519825986,1026229786,0.0
1068,519825986,944256723,0.0
1069,676930972,1021653584,0.0
1070,676930972,964741318,0.0
1071,676931171,1026210303,0.0
1072,920701603,1028311245,0.5
1073,944256723,1017053352,0.0
1074,947941918,1021653584,0.0
1075,964741318,1026470342,0.0
1076,1017053352,1026210303,0.0
1077,1019581536,1031313151,0.0
1078,1030949136,1031203808,0.0
1079,1018870665,1031211876,0.5
1080,1018870665,1031490826,0.5
1081,1018870665,1026118966,0.0
1082,1021653584,1026208660,0.0
1083,1021732883,1026066166,0.0
1084,1021733731,1031313151,0.5
1085,926152545,1031203902,0.5
1086,930572575,1028003996,0.5
1087,933697724,1021731652,0.0
1088,933697724,1001971697,0.0
1089,988509148,1026210303,0.0
1090,990711368,1015289346,0.0
1091,990711368,1028004221,0.5
1092,1026116621,1026124433,0.0
1093,1026120318,1026472216,0.0
1094,414518744,1015815891,0.0
1095,414518744,1021734055,0.0
1096,519825986,1026118966,0.0
1097,676930972,1027834092,0.5
1098,676931058,1014999752,0.5
1099,676931171,1015289679,0.0
1100,920701603,1026119464,0.0
1101,944256723,1019581536,0.5
1102,947941918,1026066166,0.0
1103,947941918,1014999752,0.5
1104,951353093,960206221,0.0
1105,951353093,1026472216,0.0
1106,1017053352,1030841680,0.5
1107,1030196265,1031211876,0.0
1108,1015289346,1030259444,0.5
1109,1018870665,1030196265,0.5
1110,1021188497,1024202345,0.5
1111,1021727734,1026470342,0.0
1112,930572575,933659723,0.0
1113,930572575,951441234,0.0
1114,933659723,1021731652,0.0
1115,934729034,1030950024,0.5
1116,1001971697,1028004221,0.5
1117,1026123293,1028006997,0.5
1118,1026208660,1028004109,0.5
1119,1026472216,1028003996,0.5
1120,1013336910,1026211301,0.5
1121,1024202345,1030228934,0.6666666666666667
1122,1028311199,1031176840,0.6666666666666667
1123,428224858,1021731652,0.0
1124,676931171,1028004109,0.5
1125,676931257,1030948996,0.5
1126,920701603,1021734055,0.0
1127,947941918,964741318,0.0
1128,951353093,1021727734,0.0
1129,1019581536,1028004109,0.0
1130,1019581536,1028004221,0.0
1131,1027834092,1028311199,0.0
1132,1031176840,1031211876,0.0
1133,1031211876,1031559165,0.0
1134,1015289679,1026120318,0.0
1135,1021727734,1026119464,0.0
1136,925217532,1026124433,0.0
1137,926152545,947941918,0.0
1138,932493922,1012808131,0.5
1139,933697724,1015289679,0.0
1140,961538323,1031490826,0.5
1141,990711368,1026124433,0.0
1142,1026119464,1031559165,0.5
1143,1026229786,1028004221,0.5
1144,1027266569,1028004109,0.5
1145,1019581536,1026119464,0.5
1146,1028004109,1031203808,0.6666666666666667
1147,1028311245,1030210317,0.6666666666666667
1148,414518744,1019581536,0.5
1149,428224858,1015289679,0.0
1150,676930901,969358269,0.0
1151,676930901,1026566001,0.0
1152,676930901,1014999752,0.5
1153,676930972,930572575,0.0
1154,676931058,1031204106,0.5
1155,920700118,1031313155,0.5
1156,964741318,1030210119,0.5
1157,1031313151,1031313155,0.0
1158,1015289346,1026204454,0.0
1159,1018870665,1026120318,0.0
1160,1021653584,1030228934,0.5
1161,1021727076,1030950024,0.5
1162,1021731652,1026470342,0.0
1163,925217532,932493922,0.0
1164,925217532,951353093,0.0
1165,933659723,961538323,0.0
1166,933697724,1026566001,0.0
1167,961543112,1021727076,0.0
1168,961543112,1030259444,0.5
1169,969358269,1030210317,0.5
1170,988509148,1021731680,0.0
1171,988509148,1026472216,0.0
1172,1026066166,1028311199,0.5
1173,1026119464,1031313155,0.5
1174,1026124433,1026229786,0.0
1175,1014999752,1026066166,0.5
1176,415260959,1026116621,0.0
1177,415260959,1028003975,0.5
1178,676930972,1028003975,0.5
1179,676931171,1031490826,0.5
1180,1014614356,1028006997,0.0
1181,1015619258,1028004109,0.0
1182,1030228934,1031490826,0.0
1183,1015289679,1031559617,0.5
1184,1015289679,1027266569,0.0
1185,1021733731,1030210317,0.5
1186,1021754882,1031204106,0.5
1187,926152545,1031176840,0.5
1188,933659723,933697724,0.0
1189,934729034,1031313151,0.5
1190,969358269,1021731680,0.0
1191,988509148,1014614356,0.5
1192,990711368,1021734055,0.0
1193,1026066166,1027834092,0.5
1194,1026116621,1031313155,0.5
1195,1026204454,1030196265,0.5
1196,1014999752,1021731680,0.5
1197,1014999752,1030948996,0.6666666666666667
1198,1015619258,1018870665,0.5
1199,414518744,925217532,0.0
1200,676930972,1028006997,0.5
1201,676931058,1026120318,0.0
1202,676931257,1014614356,0.5
1203,947941918,1026123293,0.0
1204,947941918,1014614356,0.5
1205,951441234,1026118966,0.0
1206,964741318,1021653584,0.0
1207,1030210317,1031203808,0.0
1208,1020704764,1030228934,0.5
1209,1021727734,1021732883,0.0
1210,1021732883,1026211301,0.0
1211,1021733731,1031203808,0.5
1212,1025280293,1026472216,0.0
1213,925217532,1017053352,0.0
1214,930572575,1018870665,0.0
1215,932493922,1028006997,0.5
1216,933659723,1027834092,0.5
1217,934729034,1031203808,0.5
1218,961543112,1028003996,0.5
1219,986349135,1028003996,0.5
1220,1026118966,1028006997,0.5
1221,1026119464,1026566001,0.0
1222,1026124433,1026210303,0.0
1223,1028004221,1031176840,0.6666666666666667
1224,415260959,1021734055,0.0
1225,415260959,1031203808,0.5
1226,428224858,933697724,0.0
1227,676931257,1021188377,0.0
1228,920700118,1031559165,0.5
1229,1015289679,1028006997,0.5
1230,1015815891,1026472216,0.0
1231,1015815891,1031313155,0.5
1232,1018870665,1031204106,0.5
1233,1021727734,1030948996,0.5
1234,1021731652,1027266569,0.0
1235,930572575,1027266569,0.0
1236,933697724,947941918,0.0
1237,961538323,1026068418,0.0
1238,988509148,1028003975,0.5
1239,1001971697,1015289346,0.0
1240,1026066166,1028004221,0.5
1241,1026470342,1031204106,0.5
1242,1026566001,1030210119,0.5
1243,1014614356,1024350367,0.5
1244,1015608105,1030948996,0.6666666666666667
1245,1024202345,1031559617,0.6666666666666667
1246,428224858,1015289346,0.0
1247,519825986,961543112,0.0
1248,676930901,933697724,0.0
1249,676930972,986349135,0.0
1250,676931171,1021727734,0.0
1251,951441234,1030950024,0.5
1252,964741318,1031203969,0.5
1253,1030196265,1030228934,0.0
1254,1015289346,1030841680,0.5
1255,1021188377,1031204106,0.5
1256,1021653584,1030948996,0.5
1257,1021727734,1031211876,0.5
1258,1021731652,1031203808,0.5
1259,1021731680,1026068418,0.0
1260,1021731680,1028003975,0.5
1261,1021732883,1028003996,0.5
1262,933659723,969358269,0.0
1263,933697724,1014999752,0.5
1264,934729034,1021734055,0.0
1265,1001971697,1015289679,0.0
1266,1001971697,1030210317,0.5
1267,1026068418,1030948996,0.5
1268,1026120318,1030210317,0.5
1269,1014614356,1030259444,0.6666666666666667
1270,1014999752,1031203902,0.6666666666666667
1271,1015608105,1026118966,0.5
1272,1028003996,1030210317,0.6666666666666667
1273,1028311199,1030950024,0.6666666666666667
1274,519825986,1025280293,0.0
1275,519825986,1026211301,0.0
1276,676930901,1001971697,0.0
1277,920701603,1026120318,0.0
1278,944256723,1030950024,0.5
1279,951441234,1031211876,0.5
1280,964741318,1026120318,0.0
1281,1030948996,1031211876,0.0
1282,1015289346,1015608105,0.5
1283,1015289679,1031559165,0.5
1284,1020704764,1031176840,0.5
1285,1021727076,1031203969,0.5
1286,1021727076,1026120318,0.0
1287,1021727076,1028311245,0.5
1288,932493922,1027834092,0.5
1289,934729034,1030210119,0.5
1290,960206221,1018870665,0.0
1291,988509148,1031203808,0.5
1292,988638385,1021727076,0.0
1293,1024350367,1027834092,0.5
1294,1030950024,1031313151,0.6666666666666667
1295,1026210303,1031313151,0.5
1296,1013336910,1026119464,0.5
1297,1024202345,1031559165,0.6666666666666667
1298,415260959,961538323,0.0
1299,428224858,1031490826,0.5
1300,428224858,1026066166,0.0
1301,428224858,1026123293,0.0
1302,676931171,1026229786,0.0
1303,676931171,1014999752,0.5
1304,676931171,1028004221,0.5
1305,920700118,986349135,0.0
1306,947941918,1021188497,0.0
1307,947941918,1030948996,0.5
1308,947941918,1028311199,0.5
1309,951353093,1026124433,0.0
1310,951353093,1028311245,0.5
1311,964741318,1021731652,0.0
1312,1015289679,1030228934,0.5
1313,1021727076,1026119464,0.0
1314,1021733731,1030259444,0.5
1315,1021754882,1031203808,0.5
1316,926152545,1026119464,0.0
1317,926152545,1026204454,0.0
1318,930572575,1021188497,0.0
1319,960206221,964741318,0.0
1320,969358269,1021653584,0.0
1321,969358269,988509148,0.0
1322,969358269,1031204106,0.5
1323,969358269,1031490826,0.5
1324,1031203902,1031313151,0.6666666666666667
1325,1027266569,1030196265,0.5
1326,1014999752,1026566001,0.5
1327,1028004221,1030210317,0.6666666666666667
1328,414518744,1031203902,0.5
1329,415260959,964741318,0.0
1330,519825986,1030948996,0.5
1331,676930972,1030196265,0.5
1332,676931058,1013336910,0.5
1333,944256723,960206221,0.0
1334,1017053352,1026123293,0.0
1335,1031490826,1031559165,0.0
1336,1015289346,1021188497,0.0
1337,1015289346,1028311199,0.5
1338,1015815891,1028004109,0.5
1339,1021727734,1021754882,0.0
1340,1021731652,1026229786,0.0
1341,1021732883,1028004109,0.5
1342,933659723,1026470342,0.0
1343,960206221,1030210317,0.5
1344,988509148,1030210119,0.5
1345,1024350367,1031559617,0.5
1346,1026116621,1030950024,0.5
1347,1026204454,1028311199,0.5
1348,1014614356,1031176840,0.6666666666666667
1349,1014614356,1026123293,0.5
1350,1014614356,1017053352,0.5
1351,1015619258,1031559617,0.6666666666666667
1352,519825986,1030210317,0.5
1353,676930972,1021188497,0.0
1354,676931171,1031203808,0.5
1355,944256723,1031313151,0.5
1356,951353093,1021188497,0.0
1357,951441234,1026120318,0.0
1358,1015815891,1031203969,0.5
1359,1020704764,1021734055,0.0
1360,1021188377,1026470342,0.0
1361,1021653584,1021731652,0.0
1362,1021727734,1026068418,0.0
1363,1021731652,1024350367,0.0
1364,1021734055,1026123293,0.0
1365,1021754882,1026208660,0.0
1366,1025280293,1026118966,0.0
1367,930572575,1026470342,0.0
1368,930572575,1027834092,0.5
1369,933697724,1015815891,0.0
1370,961543112,1021731652,0.0
1371,961543112,1030210119,0.5
1372,969358269,1030948996,0.5
1373,986349135,1026208660,0.0
1374,986349135,1017053352,0.0
1375,988509148,1031176840,0.5
1376,988638385,1021731680,0.0
1377,988638385,1026116621,0.0
1378,1030948996,1031313155,0.6666666666666667
1379,1026068418,1026120318,0.0
1380,1026120318,1028004221,0.5
1381,1026123293,1026204454,0.0
1382,1026124433,1030210317,0.5
1383,1026208660,1030949136,0.5
1384,1026229786,1030948996,0.5
1385,1026566001,1028003975,0.5
1386,1015619258,1021188497,0.5
1387,1019581536,1021727076,0.5
1388,1028004221,1030196265,0.6666666666666667
1389,414518744,933659723,0.0
1390,414518744,964741318,0.0
1391,428224858,925217532,0.0
1392,676930901,930572575,0.0
1393,676930901,676931058,0.0
1394,676930972,969358269,0.0
1395,676930972,1026119464,0.0
1396,676930972,1026204454,0.0
1397,676931171,951353093,0.0
1398,920701603,1028003996,0.5
1399,947941918,1015289679,0.0
1400,951353093,1018870665,0.0
1401,951441234,1030259444,0.5
1402,951441234,1014614356,0.5
1403,1017053352,1026472216,0.0
1404,1017053352,1027266569,0.0
1405,1015815891,1030259444,0.5
1406,1015815891,1024202345,0.5
1407,1015815891,1030841680,0.5
1408,1020704764,1026068418,0.0
1409,1021727076,1030210119,0.5
1410,1021727076,1031490826,0.5
1411,1021732883,1031204106,0.5
1412,925217532,1031176840,0.5
1413,934729034,1028004109,0.5
1414,934729034,1031313155,0.5
1415,1026229786,1030950024,0.5
1416,1014999752,1020704764,0.5
1417,1024202345,1030259444,0.6666666666666667
1418,415260959,676930972,0.0
1419,519825986,1021727734,0.0
1420,519825986,920701603,0.0
1421,519825986,964741318,0.0
1422,676931058,1021653584,0.0
1423,951353093,1001971697,0.0
1424,964741318,1026118966,0.0
1425,1021188497,1021731680,0.0
1426,1021731652,1030210317,0.5
1427,1021732883,1030948996,0.5
1428,1025280293,1031559617,0.5
1429,925217532,1026472216,0.0
1430,930572575,988509148,0.0
1431,932493922,961538323,0.0
1432,932493922,969358269,0.0
1433,932493922,1028311199,0.5
1434,933659723,1031203969,0.5
1435,986349135,1024350367,0.0
1436,988509148,1030210317,0.5
1437,1026066166,1028003996,0.5
1438,1026116621,1026472216,0.0
1439,1026116621,1027266569,0.0
1440,1026119464,1031211876,0.5
1441,1026204454,1030948996,0.5
1442,1026211301,1031559617,0.5
1443,1026472216,1028004221,0.5
1444,1012808131,1027266569,0.5
1445,1013336910,1026472216,0.5
1446,1014614356,1020704764,0.5
1447,1014614356,1021734055,0.5
1448,415260959,960206221,0.0
1449,428224858,1014614356,0.5
1450,519825986,1018870665,0.0
1451,676930901,1031559617,0.5
1452,676930972,1015289346,0.0
1453,676931058,1026123293,0.0
1454,676931257,1030949136,0.5
1455,676931257,1012808131,0.5
1456,1017053352,1021188377,0.0
1457,1021727076,1030948996,0.5
1458,1021732883,1028003975,0.5
1459,1021754882,1027834092,0.5
1460,1021754882,1031313155,0.5
1461,1025280293,1030949136,0.5
1462,932493922,1031204106,0.5
1463,933697724,1030259444,0.5
1464,969358269,1021733731,0.0
1465,986349135,1026229786,0.0
1466,986349135,1031313155,0.5
1467,988638385,1031203808,0.5
1468,1030196265,1031313151,0.6666666666666667
1469,1026210303,1028004221,0.5
1470,1026211301,1028004221,0.5
1471,1027266569,1027834092,0.5
1472,1013336910,1021754882,0.5
1473,1015608105,1030950024,0.6666666666666667
1474,1028003996,1030228934,0.6666666666666667
1475,414518744,944256723,0.0
1476,676930972,1030228934,0.5
1477,676931171,1021653584,0.0
1478,676931171,932493922,0.0
1479,947941918,1031204106,0.5
1480,947941918,1026566001,0.0
1481,1017053352,1026566001,0.0
1482,1027834092,1028006997,0.0
1483,1015289346,1026566001,0.0
1484,1015289346,1028004221,0.5
1485,1015289679,1031313151,0.5
1486,1020704764,1026229786,0.0
1487,1021727076,1031211876,0.5
1488,1021727734,1030841680,0.5
1489,925217532,1028311199,0.5
1490,932493922,1021727076,0.0
1491,933659723,1021653584,0.0
1492,933697724,1026123293,0.0
1493,969358269,1026470342,0.0
1494,986349135,1028311199,0.5
1495,990711368,1021653584,0.0
1496,1026116621,1030210119,0.5
1497,1012808131,1031211876,0.6666666666666667
1498,1013336910,1021653584,0.5
1499,1015619258,1026229786,0.5
1500,1027834092,1030949136,0.6666666666666667
1501,1028006997,1031203808,0.6666666666666667
1502,414518744,1030196265,0.5
1503,676930901,1028003996,0.5
1504,676931058,1015289346,0.0
1505,676931058,1026566001,0.0
1506,676931171,1026204454,0.0
1507,947941918,1024202345,0.5
1508,964741318,1015815891,0.0
1509,1024202345,1028004221,0.0
1510,1027834092,1030841680,0.0
1511,1020704764,1026204454,0.0
1512,1020704764,1028003996,0.5
1513,1021731680,1031176840,0.5
1514,1025280293,1027266569,0.0
1515,933697724,1028004109,0.5
1516,961538323,1026119464,0.0
1517,969358269,1027266569,0.0
1518,969358269,1024202345,0.5
1519,986349135,1030948996,0.5
1520,1027266569,1028004221,0.5
1521,1015608105,1026116621,0.5
1522,1015619258,1021727076,0.5
1523,1028311245,1030228934,0.6666666666666667
1524,415260959,920701603,0.0
1525,428224858,1001971697,0.0
1526,428224858,1031203808,0.5
1527,676931171,1027266569,0.0
1528,920700118,1031203969,0.5
1529,947941918,1030949136,0.5
1530,951353093,1031559617,0.5
1531,1017053352,1021727076,0.0
1532,1031559165,1031559617,0.0
1533,1015289679,1021734055,0.0
1534,1015815891,1018870665,0.0
1535,1018870665,1031313155,0.5
1536,1021188377,1031203808,0.5
1537,1021727076,1027834092,0.5
1538,1021733731,1031203902,0.5
1539,1021754882,1030210317,0.5
1540,1025280293,1026210303,0.0
1541,925217532,1021733731,0.0
1542,934729034,1018870665,0.0
1543,934729034,1031559165,0.5
1544,960206221,1026472216,0.0
1545,1024350367,1030949136,0.5
1546,1026066166,1028003975,0.5
1547,1026118966,1030841680,0.5
1548,1013336910,1026123293,0.5
1549,1014999752,1021754882,0.5
1550,1031313151,1031490826,0.6666666666666667
1551,414518744,961538323,0.0
1552,415260959,1014999752,0.5
1553,519825986,1031203808,0.5
1554,676930901,1021731652,0.0
1555,676930972,1015815891,0.0
1556,676930972,1026068418,0.0
1557,676930972,1026470342,0.0
1558,920700118,1013336910,0.5
1559,947941918,1026120318,0.0
1560,951353093,1021731680,0.0
1561,951353093,988509148,0.0
1562,1030210317,1030228934,0.0
1563,1021188377,1021727076,0.0
1564,1021188497,1025280293,0.0
1565,1021653584,1026120318,0.0
1566,1021727076,1021727734,0.0
1567,926152545,1021733731,0.0
1568,930572575,1030259444,0.5
1569,934729034,960206221,0.0
1570,934729034,1026204454,0.0
1571,934729034,964741318,0.0
1572,988509148,1021653584,0.0
1573,988638385,1015289679,0.0
1574,1001971697,1017053352,0.0
1575,1031203969,1031313151,0.6666666666666667
1576,1026116621,1026118966,0.0
1577,1026119464,1026211301,0.0
1578,1012808131,1031176840,0.6666666666666667
1579,1013336910,1021727076,0.5
1580,1013336910,1026470342,0.5
1581,1024202345,1026470342,0.5
1582,1027834092,1030948996,0.6666666666666667
1583,1030841680,1030950024,0.6666666666666667
1584,414518744,1015289346,0.0
1585,414518744,1021731680,0.0
1586,415260959,1030210119,0.5
1587,428224858,676931257,0.0
1588,519825986,1028003996,0.5
1589,676930901,1015619258,0.5
1590,676931058,920700118,0.0
1591,676931171,1015619258,0.5
1592,920700118,1030949136,0.5
1593,920701603,1021731680,0.0
1594,944256723,988638385,0.0
1595,951441234,1015619258,0.5
1596,964741318,1030949136,0.5
1597,1017053352,1026068418,0.0
1598,1030196265,1031203808,0.0
1599,1021188497,1030948996,0.5
1600,1021653584,1026210303,0.0
1601,1021727734,1031204106,0.5
1602,1021754882,1030210119,0.5
1603,933697724,1021653584,0.0
1604,960206221,1031559165,0.5
1605,986349135,1019581536,0.5
1606,986349135,1028006997,0.5
1607,988509148,1026211301,0.0
1608,988638385,1031204106,0.5
1609,990711368,1028003996,0.5
1610,1030949136,1031313151,0.6666666666666667
1611,1026068418,1026204454,0.0
1612,1024202345,1031490826,0.6666666666666667
1613,1030841680,1031204106,0.6666666666666667
1614,676930901,1030210317,0.5
1615,920700118,1028004109,0.5
1616,920701603,1015815891,0.0
1617,1019581536,1031313155,0.0
1618,1030841680,1031313151,0.0
1619,1030950024,1031559617,0.0
1620,1015289346,1017053352,0.0
1621,1018870665,1021731680,0.0
1622,1021653584,1028003975,0.5
1623,1021727734,1028006997,0.5
1624,933659723,1021727076,0.0
1625,960206221,986349135,0.0
1626,986349135,1028004221,0.5
1627,988638385,1030950024,0.5
1628,1026470342,1026566001,0.0
1629,1014614356,1026208660,0.5
1630,1015608105,1026124433,0.5
1631,414518744,676931058,0.0
1632,676930901,988509148,0.0
1633,676930901,1027834092,0.5
1634,676931257,1021733731,0.0
1635,920701603,934729034,0.0
1636,920701603,1026066166,0.0
1637,920701603,1026208660,0.0
1638,944256723,1013336910,0.5
1639,951353093,1025280293,0.0
1640,1017053352,1026470342,0.0
1641,1031203808,1031211876,0.0
1642,1020704764,1030949136,0.5
1643,1021188377,1025280293,0.0
1644,1021727076,1030841680,0.5
1645,1021727734,1028004221,0.5
1646,1021731680,1028004109,0.5
1647,933659723,1024350367,0.0
1648,969358269,1031203969,0.5
1649,990711368,1020704764,0.0
1650,990711368,1021731652,0.0
1651,1014614356,1031204106,0.6666666666666667
1652,1014999752,1030228934,0.6666666666666667
1653,1019581536,1031559617,0.6666666666666667
1654,1028003975,1030950024,0.6666666666666667
1655,1028003996,1031559617,0.6666666666666667
1656,1030841680,1030948996,0.6666666666666667
1657,1031313151,1031559617,0.6666666666666667
1658,428224858,1031559617,0.5
1659,676931171,1021188377,0.0
1660,947941918,1001971697,0.0
1661,1031204106,1031211876,0.0
1662,1015289679,1028311199,0.5
1663,1020704764,1028004221,0.5
1664,1021653584,1028003996,0.5
1665,932493922,1018870665,0.0
1666,932493922,1026068418,0.0
1667,932493922,1014999752,0.5
1668,933697724,1030950024,0.5
1669,933697724,1031203808,0.5
1670,934729034,1025280293,0.0
1671,969358269,1021188377,0.0
1672,986349135,1026119464,0.0
1673,988509148,1018870665,0.0
1674,988509148,1021754882,0.0
1675,988509148,1031204106,0.5
1676,988638385,1031559617,0.5
1677,1026119464,1030228934,0.5
1678,1012808131,1026470342,0.5
1679,1014999752,1031204106,0.6666666666666667
1680,1014999752,1031559165,0.6666666666666667
1681,1014999752,1026120318,0.5
1682,1015619258,1026470342,0.5
1683,414518744,926152545,0.0
1684,676931171,1027834092,0.5
1685,676931257,988638385,0.0
1686,920700118,944256723,0.0
1687,920701603,1021754882,0.0
1688,944256723,1015289679,0.0
1689,944256723,1014614356,0.5
1690,1012808131,1015619258,0.0
1691,1020704764,1026119464,0.0
1692,1021188377,1026566001,0.0
1693,1021732883,1031559165,0.5
1694,1021734055,1028311245,0.5
1695,933697724,969358269,0.0
1696,933697724,1027266569,0.0
1697,933697724,1024202345,0.5
1698,961538323,964741318,0.0
1699,969358269,1031313155,0.5
1700,990711368,1024202345,0.5
1701,1026120318,1031559617,0.5
1702,1026123293,1026566001,0.0
1703,1026124433,1030950024,0.5
1704,1026211301,1030950024,0.5
1705,1015619258,1021188377,0.5
1706,1024202345,1026124433,0.5
1707,1027834092,1030259444,0.6666666666666667
1708,414518744,1026066166,0.0
1709,920701603,930572575,0.0
1710,947941918,1021734055,0.0
1711,947941918,969358269,0.0
1712,947941918,1026124433,0.0
1713,951353093,1031176840,0.5
1714,951353093,1024202345,0.5
1715,1028003996,1030841680,0.0
1716,1015289346,1015289679,0.0
1717,1018870665,1026472216,0.0
1718,1020704764,1031211876,0.5
1719,1021188377,1026211301,0.0
1720,1021188497,1028004109,0.5
1721,1021731680,1021734055,0.0
1722,1021732883,1030949136,0.5
1723,1021733731,1031203969,0.5
1724,1025280293,1030196265,0.5
1725,930572575,1031204106,0.5
1726,961543112,1015815891,0.0
1727,961543112,1030950024,0.5
1728,969358269,1030196265,0.5
